MM:DD:YYYY hh:mm:ss, Elapsed Time, Device, BatteryVoltage, PIRCount, PIRDuration, PIRCountChange, PIRDurationChange,
1/23/2025 1:22:48,14:45:36,3,3.78,3244,10097.16,0,0.00,
1/23/2025 1:23:48,14:46:36,3,3.77,3244,10097.16,0,0.00,
1/23/2025 1:24:48,14:47:36,3,3.76,3244,10097.16,0,0.00,
1/23/2025 1:25:48,14:48:36,3,3.76,3244,10097.16,0,0.00,
1/23/2025 1:26:48,14:49:36,3,3.77,3244,10097.16,0,0.00,
1/23/2025 1:27:48,14:50:36,3,3.77,3244,10097.16,0,0.00,
1/23/2025 1:28:48,14:51:36,3,3.76,3244,10097.16,0,0.00,
1/23/2025 1:29:48,14:52:36,3,3.76,3244,10097.16,0,0.00,
1/23/2025 1:30:48,14:53:36,3,3.76,3244,10097.16,0,0.00,
1/23/2025 1:31:48,14:54:36,3,3.76,3246,10103.41,2,6.25,
1/23/2025 1:32:48,14:55:36,3,3.75,3246,10103.41,0,0.00,
1/23/2025 1:33:48,14:56:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:34:48,14:57:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:35:48,14:58:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:36:48,14:59:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:37:48,15:0:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:38:48,15:1:36,3,3.77,3246,10103.41,0,0.00,
1/23/2025 1:39:48,15:2:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:40:48,15:3:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:41:48,15:4:36,3,3.76,3246,10103.41,0,0.00,
1/23/2025 1:42:48,15:5:36,3,3.76,3247,10106.53,1,3.12,
1/23/2025 1:43:48,15:6:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:44:48,15:7:36,3,3.77,3247,10106.53,0,0.00,
1/23/2025 1:45:48,15:8:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:46:48,15:9:36,3,3.77,3247,10106.53,0,0.00,
1/23/2025 1:47:48,15:10:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:48:48,15:11:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:49:48,15:12:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:50:48,15:13:36,3,3.77,3247,10106.53,0,0.00,
1/23/2025 1:51:48,15:14:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:52:48,15:15:36,3,3.75,3247,10106.53,0,0.00,
1/23/2025 1:53:48,15:16:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:54:48,15:17:36,3,3.76,3247,10106.53,0,0.00,
1/23/2025 1:55:48,15:18:36,3,3.76,3248,10109.65,1,3.12,
1/23/2025 1:56:48,15:19:36,3,3.75,3248,10109.65,0,0.00,
1/23/2025 1:57:48,15:20:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 1:58:48,15:21:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 1:59:48,15:22:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 2:00:48,15:23:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 2:01:48,15:24:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 2:02:48,15:25:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 2:03:48,15:26:36,3,3.76,3248,10109.65,0,0.00,
1/23/2025 2:04:48,15:27:36,3,3.76,3249,10112.78,1,3.12,
1/23/2025 2:05:48,15:28:36,3,3.76,3249,10112.78,0,0.00,
1/23/2025 2:06:48,15:29:36,3,3.76,3249,10112.78,0,0.00,
1/23/2025 2:07:48,15:30:36,3,3.76,3249,10112.78,0,0.00,
1/23/2025 2:08:48,15:31:36,3,3.75,3251,10119.03,2,6.25,
1/23/2025 2:09:48,15:32:36,3,3.76,3251,10119.03,0,0.00,
1/23/2025 2:10:48,15:33:36,3,3.74,3251,10119.03,0,0.00,
1/23/2025 2:11:48,15:34:36,3,3.76,3253,10125.27,2,6.25,
1/23/2025 2:12:48,15:35:36,3,3.75,3256,10134.65,3,9.37,
1/23/2025 2:13:48,15:36:36,3,3.75,3256,10134.65,0,0.00,
1/23/2025 2:14:48,15:37:36,3,3.76,3256,10134.65,0,0.00,
1/23/2025 2:15:48,15:38:36,3,3.76,3257,10137.77,1,3.12,
1/23/2025 2:16:48,15:39:36,3,3.76,3258,10140.89,1,3.12,
1/23/2025 2:17:48,15:40:36,3,3.76,3258,10140.89,0,0.00,
1/23/2025 2:18:48,15:41:36,3,3.76,3258,10140.89,0,0.00,
1/23/2025 2:19:48,15:42:36,3,3.76,3259,10144.02,1,3.12,
1/23/2025 2:20:48,15:43:36,3,3.76,3259,10144.02,0,0.00,
1/23/2025 2:21:48,15:44:36,3,3.76,3264,10159.63,5,15.62,
1/23/2025 2:22:47,15:45:36,3,3.76,3265,10162.76,1,3.12,
1/23/2025 2:23:48,15:46:36,3,3.76,3265,10162.76,0,0.00,
1/23/2025 2:24:48,15:47:36,3,3.76,3265,10162.76,0,0.00,
1/23/2025 2:25:47,15:48:36,3,3.76,3266,10165.88,1,3.12,
1/23/2025 2:26:48,15:49:36,3,3.75,3266,10165.88,0,0.00,
1/23/2025 2:27:48,15:50:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:28:48,15:51:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:29:48,15:52:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:30:48,15:53:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:31:48,15:54:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:32:47,15:55:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:33:48,15:56:36,3,3.76,3266,10165.88,0,0.00,
1/23/2025 2:34:48,15:57:36,3,3.76,3267,10169.00,1,3.12,
1/23/2025 2:35:47,15:58:36,3,3.76,3268,10172.13,1,3.12,
1/23/2025 2:36:48,15:59:36,3,3.75,3269,10175.25,1,3.12,
1/23/2025 2:37:48,16:0:36,3,3.76,3269,10175.25,0,0.00,
1/23/2025 2:38:47,16:1:36,3,3.76,3269,10175.25,0,0.00,
1/23/2025 2:39:48,16:2:36,3,3.75,3269,10175.25,0,0.00,
1/23/2025 2:40:48,16:3:36,3,3.75,3269,10175.25,0,0.00,
1/23/2025 2:41:48,16:4:36,3,3.76,3269,10175.25,0,0.00,
1/23/2025 2:42:48,16:5:36,3,3.77,3270,10178.38,1,3.13,
1/23/2025 2:43:47,16:6:36,3,3.76,3272,10184.63,2,6.25,
1/23/2025 2:44:48,16:7:36,3,3.75,3272,10184.63,0,0.00,
1/23/2025 2:45:48,16:8:36,3,3.76,3272,10184.63,0,0.00,
1/23/2025 2:46:47,16:9:36,3,3.76,3272,10184.63,0,0.00,
1/23/2025 2:47:48,16:10:36,3,3.76,3273,10187.75,1,3.13,
1/23/2025 2:48:47,16:11:36,3,3.76,3273,10187.75,0,0.00,
1/23/2025 2:49:48,16:12:36,3,3.77,3278,10203.37,5,15.62,
1/23/2025 2:50:48,16:13:36,3,3.76,3278,10203.37,0,0.00,
1/23/2025 2:51:47,16:14:36,3,3.76,3278,10203.37,0,0.00,
1/23/2025 2:52:48,16:15:36,3,3.76,3278,10203.37,0,0.00,
1/23/2025 2:53:48,16:16:36,3,3.76,3278,10203.37,0,0.00,
1/23/2025 2:54:47,16:17:36,3,3.76,3278,10203.37,0,0.00,
1/23/2025 2:55:47,16:18:36,3,3.76,3280,10209.62,2,6.25,
1/23/2025 2:56:48,16:19:36,3,3.76,3280,10209.62,0,0.00,
1/23/2025 2:57:48,16:20:36,3,3.76,3280,10209.62,0,0.00,
1/23/2025 2:58:47,16:21:36,3,3.77,3280,10209.62,0,0.00,
1/23/2025 2:59:48,16:22:36,3,3.76,3280,10209.62,0,0.00,
1/23/2025 3:00:48,16:23:36,3,3.76,3282,10215.87,2,6.25,
1/23/2025 3:01:47,16:24:36,3,3.76,3282,10215.87,0,0.00,
1/23/2025 3:02:48,16:25:36,3,3.76,3283,10219.09,1,3.23,
1/23/2025 3:03:48,16:26:36,3,3.74,3287,10231.59,4,12.50,
1/23/2025 3:04:48,16:27:36,3,3.76,3290,10241.18,3,9.59,
1/23/2025 3:05:48,16:28:36,3,3.76,3291,10244.30,1,3.12,
1/23/2025 3:06:47,16:29:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:07:48,16:30:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:08:48,16:31:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:09:47,16:32:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:10:47,16:33:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:11:48,16:34:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:12:47,16:35:36,3,3.77,3291,10244.30,0,0.00,
1/23/2025 3:13:47,16:36:36,3,3.76,3291,10244.30,0,0.00,
1/23/2025 3:14:48,16:37:36,3,3.75,3293,10250.55,2,6.25,
1/23/2025 3:15:48,16:38:36,3,3.76,3295,10256.80,2,6.25,
1/23/2025 3:16:47,16:39:36,3,3.77,3295,10256.80,0,0.00,
1/23/2025 3:17:47,16:40:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:18:48,16:41:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:19:48,16:42:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:20:47,16:43:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:21:47,16:44:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:22:48,16:45:36,3,3.75,3295,10256.80,0,0.00,
1/23/2025 3:23:47,16:46:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:24:47,16:47:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:25:48,16:48:36,3,3.76,3295,10256.80,0,0.00,
1/23/2025 3:26:47,16:49:36,3,3.75,3295,10256.80,0,0.00,
1/23/2025 3:27:47,16:50:36,3,3.74,3295,10256.80,0,0.00,
1/23/2025 3:28:47,16:51:36,3,3.74,3295,10256.80,0,0.00,
1/23/2025 3:29:47,16:52:36,3,3.76,3297,10263.05,2,6.25,
1/23/2025 3:30:48,16:53:36,3,3.77,3297,10263.05,0,0.00,
1/23/2025 3:31:47,16:54:36,3,3.74,3297,10263.05,0,0.00,
1/23/2025 3:32:47,16:55:36,3,3.76,3298,10266.23,1,3.18,
1/23/2025 3:33:48,16:56:36,3,3.75,3299,10269.35,1,3.13,
1/23/2025 3:34:47,16:57:36,3,3.76,3299,10269.35,0,0.00,
1/23/2025 3:35:47,16:58:36,3,3.76,3299,10269.35,0,0.00,
1/23/2025 3:36:47,16:59:36,3,3.76,3299,10269.35,0,0.00,
1/23/2025 3:37:48,17:0:36,3,3.76,3299,10269.35,0,0.00,
1/23/2025 3:38:47,17:1:36,3,3.76,3300,10272.48,1,3.13,
1/23/2025 3:39:47,17:2:36,3,3.75,3300,10272.48,0,0.00,
1/23/2025 3:40:47,17:3:36,3,3.75,3303,10281.85,3,9.38,
1/23/2025 3:41:47,17:4:36,3,3.76,3312,10309.96,9,28.11,
1/23/2025 3:42:47,17:5:36,3,3.76,3317,10325.58,5,15.62,
1/23/2025 3:43:48,17:6:37,3,3.76,3327,10356.83,10,31.25,
1/23/2025 3:44:49,17:7:37,3,3.75,3327,10356.83,0,0.00,
1/23/2025 3:45:49,17:8:37,3,3.75,3332,10372.46,5,15.63,
1/23/2025 3:46:49,17:9:37,3,3.76,3335,10381.84,3,9.38,
1/23/2025 3:47:48,17:10:37,3,3.76,3337,10388.21,2,6.37,
1/23/2025 3:48:48,17:11:37,3,3.76,3345,10413.21,8,25.00,
1/23/2025 3:49:48,17:12:37,3,3.76,3345,10413.21,0,0.00,
1/23/2025 3:50:48,17:13:37,3,3.76,3345,10413.21,0,0.00,
1/23/2025 3:51:48,17:14:37,3,3.76,3345,10413.21,0,0.00,
1/23/2025 3:52:48,17:15:37,3,3.75,3345,10413.21,0,0.00,
1/23/2025 3:53:48,17:16:37,3,3.76,3345,10413.21,0,0.00,
1/23/2025 3:54:48,17:17:37,3,3.76,3345,10413.21,0,0.00,
1/23/2025 3:55:48,17:18:37,3,3.76,3346,10416.33,1,3.12,
1/23/2025 3:56:48,17:19:37,3,3.76,3346,10416.33,0,0.00,
1/23/2025 3:57:48,17:20:37,3,3.75,3347,10419.46,1,3.13,
1/23/2025 3:58:48,17:21:37,3,3.75,3351,10431.96,4,12.50,
1/23/2025 3:59:48,17:22:37,3,3.77,3352,10435.08,1,3.12,
1/23/2025 4:00:48,17:23:37,3,3.75,3352,10435.08,0,0.00,
1/23/2025 4:01:48,17:24:37,3,3.74,3352,10435.08,0,0.00,
1/23/2025 4:02:48,17:25:37,3,3.75,3357,10450.70,5,15.62,
1/23/2025 4:03:50,17:26:38,3,3.76,3360,10460.08,3,9.38,
1/23/2025 4:04:49,17:27:38,3,3.76,3366,10478.82,6,18.74,
1/23/2025 4:05:49,17:28:38,3,3.76,3366,10478.82,0,0.00,
1/23/2025 4:06:49,17:29:38,3,3.76,3366,10478.82,0,0.00,
1/23/2025 4:07:49,17:30:38,3,3.76,3367,10481.94,1,3.12,
1/23/2025 4:08:49,17:31:38,3,3.76,3368,10485.07,1,3.12,
1/23/2025 4:09:49,17:32:38,3,3.76,3368,10485.07,0,0.00,
1/23/2025 4:10:49,17:33:38,3,3.76,3368,10485.07,0,0.00,
1/23/2025 4:11:49,17:34:38,3,3.76,3368,10485.07,0,0.00,
1/23/2025 4:12:49,17:35:38,3,3.76,3369,10488.19,1,3.12,
1/23/2025 4:13:49,17:36:38,3,3.76,3369,10488.19,0,0.00,
1/23/2025 4:14:49,17:37:38,3,3.76,3369,10488.19,0,0.00,
1/23/2025 4:15:49,17:38:38,3,3.76,3370,10491.32,1,3.13,
1/23/2025 4:16:49,17:39:38,3,3.76,3377,10511.84,7,20.52,
1/23/2025 4:17:49,17:40:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:18:49,17:41:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:19:49,17:42:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:20:49,17:43:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:21:49,17:44:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:22:49,17:45:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:23:49,17:46:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:24:49,17:47:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:25:49,17:48:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:26:49,17:49:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:27:49,17:50:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:28:49,17:51:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:29:49,17:52:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:30:49,17:53:38,3,3.74,3377,10511.84,0,0.00,
1/23/2025 4:31:49,17:54:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:32:49,17:55:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:33:49,17:56:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:34:49,17:57:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:35:49,17:58:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:36:49,17:59:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:37:49,18:0:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:38:49,18:1:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:39:49,18:2:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:40:49,18:3:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:41:49,18:4:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:42:49,18:5:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:43:49,18:6:38,3,3.76,3377,10511.84,0,0.00,
1/23/2025 4:44:49,18:7:38,3,3.75,3377,10511.84,0,0.00,
1/23/2025 4:45:49,18:8:38,3,3.76,3378,10514.96,1,3.12,
1/23/2025 4:46:49,18:9:38,3,3.76,3378,10514.96,0,0.00,
1/23/2025 4:47:49,18:10:38,3,3.75,3378,10514.96,0,0.00,
1/23/2025 4:48:49,18:11:38,3,3.76,3378,10514.96,0,0.00,
1/23/2025 4:49:49,18:12:38,3,3.76,3378,10514.96,0,0.00,
1/23/2025 4:50:49,18:13:38,3,3.75,3379,10518.09,1,3.12,
1/23/2025 4:51:49,18:14:38,3,3.76,3379,10518.09,0,0.00,
1/23/2025 4:52:49,18:15:38,3,3.75,3379,10518.09,0,0.00,
1/23/2025 4:53:49,18:16:38,3,3.75,3379,10518.09,0,0.00,
1/23/2025 4:54:49,18:17:38,3,3.76,3379,10518.09,0,0.00,
1/23/2025 4:55:49,18:18:38,3,3.75,3379,10518.09,0,0.00,
1/23/2025 4:56:49,18:19:38,3,3.75,3381,10524.34,2,6.25,
1/23/2025 4:57:49,18:20:38,3,3.75,3381,10524.34,0,0.00,
1/23/2025 4:58:49,18:21:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 4:59:49,18:22:38,3,3.75,3381,10524.34,0,0.00,
1/23/2025 5:00:49,18:23:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 5:01:48,18:24:38,3,3.75,3381,10524.34,0,0.00,
1/23/2025 5:02:49,18:25:38,3,3.76,3381,10524.34,0,0.00,
1/23/2025 5:03:49,18:26:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 5:04:49,18:27:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 5:05:49,18:28:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 5:06:49,18:29:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 5:07:49,18:30:38,3,3.75,3381,10524.34,0,0.00,
1/23/2025 5:08:48,18:31:38,3,3.74,3381,10524.34,0,0.00,
1/23/2025 5:09:48,18:32:38,3,3.74,3383,10530.58,2,6.24,
1/23/2025 5:10:50,18:33:39,3,3.74,3386,10539.95,3,9.37,
1/23/2025 5:11:49,18:34:39,3,3.74,3388,10546.21,2,6.26,
1/23/2025 5:12:50,18:35:39,3,3.75,3388,10546.21,0,0.00,
1/23/2025 5:13:50,18:36:39,3,3.75,3388,10546.21,0,0.00,
1/23/2025 5:14:50,18:37:39,3,3.76,3388,10546.21,0,0.00,
1/23/2025 5:15:50,18:38:39,3,3.75,3388,10546.21,0,0.00,
1/23/2025 5:16:50,18:39:39,3,3.75,3388,10546.21,0,0.00,
1/23/2025 5:17:50,18:40:39,3,3.74,3388,10546.21,0,0.00,
1/23/2025 5:18:49,18:41:39,3,3.74,3388,10546.21,0,0.00,
1/23/2025 5:19:50,18:42:39,3,3.74,3388,10546.21,0,0.00,
1/23/2025 5:20:50,18:43:39,3,3.75,3388,10546.21,0,0.00,
1/23/2025 5:21:49,18:44:39,3,3.75,3391,10555.58,3,9.37,
1/23/2025 5:22:50,18:45:39,3,3.74,3393,10561.83,2,6.25,
1/23/2025 5:23:50,18:46:39,3,3.75,3395,10568.08,2,6.25,
1/23/2025 5:24:50,18:47:39,3,3.74,3395,10568.08,0,0.00,
1/23/2025 5:25:49,18:48:39,3,3.76,3395,10568.08,0,0.00,
1/23/2025 5:26:50,18:49:39,3,3.76,3395,10568.08,0,0.00,
1/23/2025 5:27:50,18:50:39,3,3.74,3399,10580.65,4,12.57,
1/23/2025 5:28:49,18:51:39,3,3.76,3399,10580.65,0,0.00,
1/23/2025 5:29:50,18:52:39,3,3.74,3401,10586.89,2,6.25,
1/23/2025 5:30:49,18:53:39,3,3.74,3401,10586.89,0,0.00,
1/23/2025 5:31:50,18:54:39,3,3.76,3403,10593.14,2,6.24,
1/23/2025 5:32:49,18:55:39,3,3.75,3403,10593.14,0,0.00,
1/23/2025 5:33:50,18:56:39,3,3.74,3408,10608.75,5,15.62,
1/23/2025 5:34:49,18:57:39,3,3.74,3410,10615.00,2,6.25,
1/23/2025 5:35:49,18:58:39,3,3.75,3410,10615.00,0,0.00,
1/23/2025 5:36:49,18:59:39,3,3.74,3411,10618.12,1,3.12,
1/23/2025 5:37:49,19:0:39,3,3.75,3411,10618.12,0,0.00,
1/23/2025 5:38:49,19:1:39,3,3.75,3412,10621.25,1,3.12,
1/23/2025 5:39:50,19:2:39,3,3.74,3413,10624.46,1,3.21,
1/23/2025 5:40:50,19:3:39,3,3.75,3414,10627.58,1,3.12,
1/23/2025 5:41:49,19:4:39,3,3.74,3422,10652.64,8,25.06,
1/23/2025 5:42:50,19:5:39,3,3.74,3427,10668.28,5,15.64,
1/23/2025 5:43:50,19:6:39,3,3.76,3431,10680.77,4,12.49,
1/23/2025 5:44:51,19:7:40,3,3.74,3437,10699.51,6,18.74,
1/23/2025 5:45:51,19:8:40,3,3.75,3447,10730.73,10,31.22,
1/23/2025 5:46:51,19:9:40,3,3.76,3451,10743.35,4,12.62,
1/23/2025 5:47:50,19:10:40,3,3.75,3456,10758.96,5,15.61,
1/23/2025 5:48:50,19:11:40,3,3.74,3456,10758.96,0,0.00,
1/23/2025 5:49:51,19:12:40,3,3.75,3456,10758.96,0,0.00,
1/23/2025 5:50:50,19:13:40,3,3.76,3456,10758.96,0,0.00,
1/23/2025 5:51:50,19:14:40,3,3.75,3456,10758.96,0,0.00,
1/23/2025 5:52:51,19:15:40,3,3.75,3456,10758.96,0,0.00,
1/23/2025 5:53:50,19:16:40,3,3.74,3456,10758.96,0,0.00,
1/23/2025 5:54:50,19:17:40,3,3.74,3457,10761.15,1,2.19,
1/23/2025 5:55:50,19:18:40,3,3.75,3457,10761.15,0,0.00,
1/23/2025 5:56:51,19:19:40,3,3.75,3457,10761.15,0,0.00,
1/23/2025 5:57:50,19:20:40,3,3.76,3457,10761.15,0,0.00,
1/23/2025 5:58:50,19:21:40,3,3.74,3457,10761.15,0,0.00,
1/23/2025 5:59:50,19:22:40,3,3.75,3458,10764.27,1,3.12,
1/23/2025 6:00:50,19:23:40,3,3.75,3459,10767.40,1,3.12,
1/23/2025 6:01:50,19:24:40,3,3.75,3460,10770.58,1,3.18,
1/23/2025 6:02:50,19:25:40,3,3.74,3460,10770.58,0,0.00,
1/23/2025 6:03:51,19:26:40,3,3.75,3460,10770.58,0,0.00,
1/23/2025 6:04:50,19:27:40,3,3.75,3460,10770.58,0,0.00,
1/23/2025 6:05:50,19:28:40,3,3.74,3461,10773.70,1,3.12,
1/23/2025 6:06:51,19:29:40,3,3.75,3463,10780.09,2,6.39,
1/23/2025 6:07:50,19:30:40,3,3.74,3463,10780.09,0,0.00,
1/23/2025 6:08:50,19:31:40,3,3.74,3463,10780.09,0,0.00,
1/23/2025 6:09:50,19:32:40,3,3.74,3463,10780.09,0,0.00,
1/23/2025 6:10:50,19:33:40,3,3.75,3463,10780.09,0,0.00,
1/23/2025 6:11:50,19:34:40,3,3.74,3463,10780.09,0,0.00,
1/23/2025 6:12:50,19:35:40,3,3.75,3463,10780.09,0,0.00,
1/23/2025 6:13:50,19:36:40,3,3.74,3464,10783.22,1,3.12,
1/23/2025 6:14:50,19:37:40,3,3.74,3465,10786.34,1,3.13,
1/23/2025 6:15:51,19:38:40,3,3.74,3465,10786.34,0,0.00,
1/23/2025 6:16:50,19:39:40,3,3.74,3466,10789.47,1,3.12,
1/23/2025 6:17:50,19:40:40,3,3.76,3466,10789.47,0,0.00,
1/23/2025 6:18:51,19:41:40,3,3.75,3466,10789.47,0,0.00,
1/23/2025 6:19:50,19:42:40,3,3.74,3466,10789.47,0,0.00,
1/23/2025 6:20:50,19:43:40,3,3.76,3466,10789.47,0,0.00,
1/23/2025 6:21:50,19:44:40,3,3.75,3466,10789.47,0,0.00,
1/23/2025 6:22:50,19:45:40,3,3.75,3466,10789.47,0,0.00,
1/23/2025 6:23:50,19:46:40,3,3.75,3468,10795.80,2,6.33,
1/23/2025 6:24:50,19:47:40,3,3.74,3470,10802.04,2,6.25,
1/23/2025 6:25:50,19:48:40,3,3.75,3471,10805.17,1,3.12,
1/23/2025 6:26:50,19:49:40,3,3.74,3473,10811.41,2,6.25,
1/23/2025 6:27:51,19:50:40,3,3.74,3477,10824.01,4,12.60,
1/23/2025 6:28:50,19:51:40,3,3.74,3477,10824.01,0,0.00,
1/23/2025 6:29:50,19:52:40,3,3.74,3477,10824.01,0,0.00,
1/23/2025 6:30:50,19:53:40,3,3.75,3480,10833.50,3,9.49,
1/23/2025 6:31:50,19:54:40,3,3.76,3480,10833.50,0,0.00,
1/23/2025 6:32:50,19:55:40,3,3.74,3480,10833.50,0,0.00,
1/23/2025 6:33:50,19:56:40,3,3.75,3481,10836.62,1,3.12,
1/23/2025 6:34:50,19:57:40,3,3.74,3481,10836.62,0,0.00,
1/23/2025 6:35:50,19:58:40,3,3.74,3482,10839.74,1,3.12,
1/23/2025 6:36:50,19:59:40,3,3.74,3482,10839.74,0,0.00,
1/23/2025 6:37:50,20:0:40,3,3.74,3482,10839.74,0,0.00,
1/23/2025 6:38:50,20:1:40,3,3.74,3482,10839.74,0,0.00,
1/23/2025 6:39:50,20:2:40,3,3.74,3482,10839.74,0,0.00,
1/23/2025 6:40:50,20:3:40,3,3.75,3482,10839.74,0,0.00,
1/23/2025 6:41:50,20:4:40,3,3.74,3482,10839.74,0,0.00,
1/23/2025 6:42:50,20:5:40,3,3.75,3482,10839.74,0,0.00,
1/23/2025 6:43:50,20:6:40,3,3.74,3482,10839.74,0,0.00,
1/23/2025 6:44:50,20:7:40,3,3.75,3482,10839.74,0,0.00,
1/23/2025 6:45:50,20:8:40,3,3.75,3485,10849.11,3,9.37,
1/23/2025 6:46:50,20:9:40,3,3.75,3488,10858.49,3,9.37,
1/23/2025 6:47:50,20:10:40,3,3.75,3489,10861.61,1,3.12,
1/23/2025 6:48:50,20:11:40,3,3.74,3491,10868.02,2,6.41,
1/23/2025 6:49:50,20:12:40,3,3.74,3491,10868.02,0,0.00,
1/23/2025 6:50:50,20:13:40,3,3.74,3491,10868.02,0,0.00,
1/23/2025 6:51:50,20:14:40,3,3.74,3491,10868.02,0,0.00,
1/23/2025 6:52:50,20:15:40,3,3.74,3491,10868.02,0,0.00,
1/23/2025 6:53:50,20:16:40,3,3.75,3491,10868.02,0,0.00,
1/23/2025 6:54:50,20:17:40,3,3.74,3493,10874.26,2,6.25,
1/23/2025 6:55:50,20:18:40,3,3.74,3493,10874.26,0,0.00,
1/23/2025 6:56:50,20:19:40,3,3.75,3501,10899.28,8,25.02,
1/23/2025 6:57:50,20:20:40,3,3.74,3505,10911.87,4,12.59,
1/23/2025 6:58:51,20:21:41,3,3.76,3515,10943.09,10,31.21,
1/23/2025 6:59:52,20:22:42,3,3.75,3524,10971.18,9,28.09,
1/23/2025 7:00:52,20:23:42,3,3.74,3532,10996.15,8,24.97,
1/23/2025 7:01:52,20:24:42,3,3.75,3541,11024.25,9,28.09,
1/23/2025 7:02:52,20:25:42,3,3.74,3548,11044.90,7,20.65,
1/23/2025 7:03:52,20:26:42,3,3.74,3550,11051.15,2,6.25,
1/23/2025 7:04:52,20:27:42,3,3.75,3560,11082.37,10,31.23,
1/23/2025 7:05:52,20:28:42,3,3.74,3567,11102.98,7,20.61,
1/23/2025 7:06:53,20:29:43,3,3.75,3577,11133.82,10,30.84,
1/23/2025 7:07:53,20:30:43,3,3.76,3583,11152.56,6,18.74,
1/23/2025 7:08:53,20:31:43,3,3.76,3586,11162.05,3,9.48,
1/23/2025 7:09:53,20:32:43,3,3.75,3591,11177.25,5,15.21,
